Vehicle ID,Car Sensor Type,Sensor Status,Speed (km/h),Location,Battery Level (%),Connection Type,Event Logs,Vehicle Usage,Attack Type,Protocol,Label
VID8136,Camera,Faulty,116,"(71.24362, 26.77112)",35,Bluetooth,87,Weekly,Spoofing,Bluetooth,compromised
VID7921,LIDAR,Disabled,38,"(35.19304, 85.89069)",35,Cellular,43,Occasionally,None,None,normal
VID4650,GPS,Disabled,56,"(50.80041, 79.13767)",49,Bluetooth,29,Weekly,None,None,normal
VID8032,ECU,Normal,14,"(11.20792, 30.08722)",88,Cellular,58,Daily,MITM,Bluetooth,compromised
VID6290,Camera,Disabled,45,"(78.13516, 61.88284)",34,Wi-Fi,41,Occasionally,None,None,normal
VID5113,ECU,Disabled,89,"(52.59904, 11.32305)",34,Cellular,29,Weekly,None,None,normal
VID1423,Camera,Normal,27,"(13.28095, 88.85716)",68,Wi-Fi,0,Weekly,None,None,normal
VID9881,GPS,Disabled,108,"(62.51689, 62.50795)",42,Bluetooth,9,Weekly,None,None,normal
VID7525,Camera,Faulty,69,"(69.98313, 32.01764)",65,Bluetooth,58,Daily,MITM,Wi-Fi,compromised
VID7991,Radar,Disabled,105,"(33.73573, 30.5942)",32,Wi-Fi,78,Weekly,MITM,TCP,compromised
VID5767,GPS,Disabled,70,"(82.13906, 29.93089)",26,Bluetooth,40,Weekly,None,None,normal
VID2110,LIDAR,Faulty,65,"(64.07317, 78.08943)",65,Bluetooth,96,Weekly,None,None,compromised
VID6346,Camera,Disabled,53,"(76.29626, 51.40122)",53,Cellular,95,Occasionally,Jamming,UDP,compromised
VID7296,LIDAR,Normal,110,"(65.04105, 68.61507)",35,Cellular,85,Daily,Jamming,UDP,compromised
VID9737,Radar,Disabled,116,"(27.29428, 57.35504)",81,Bluetooth,21,Weekly,None,None,normal
VID7644,ECU,Disabled,74,"(48.79654, 38.28025)",35,Wi-Fi,40,Occasionally,None,None,normal
VID4383,Camera,Faulty,64,"(67.90099, 71.14568)",76,Wi-Fi,1,Daily,MITM,Bluetooth,compromised
VID5488,ECU,Disabled,86,"(88.62574, 65.00193)",82,Wi-Fi,73,Occasionally,MITM,TCP,compromised
VID9097,Camera,Normal,104,"(88.93818, 76.0866)",38,Bluetooth,29,Weekly,None,None,normal
VID9929,Camera,Faulty,96,"(25.38009, 37.85148)",38,Bluetooth,55,Daily,Spoofing,Wi-Fi,compromised
VID6939,Radar,Faulty,91,"(34.15019, 59.1412)",22,Bluetooth,84,Daily,None,None,compromised
VID9348,Radar,Disabled,58,"(88.01815, 19.98947)",59,Bluetooth,6,Daily,None,None,normal
VID7769,Camera,Faulty,54,"(42.41807, 23.2432)",47,Cellular,7,Occasionally,DDoS,TCP,compromised
VID3501,Radar,Normal,3,"(31.90079, 24.77961)",34,Wi-Fi,59,Daily,Spoofing,UDP,compromised
VID3516,Camera,Disabled,77,"(51.93952, 76.78869)",77,Wi-Fi,56,Occasionally,Jamming,UDP,compromised
VID6520,Camera,Disabled,53,"(66.92039, 25.70189)",92,Cellular,100,Weekly,DDoS,Wi-Fi,compromised
VID5758,LIDAR,Faulty,120,"(57.79463, 76.79717)",97,Bluetooth,76,Occasionally,None,None,compromised
VID8994,ECU,Disabled,29,"(62.91446, 14.07156)",91,Bluetooth,40,Occasionally,None,None,normal
VID5544,LIDAR,Faulty,104,"(16.40508, 10.42045)",85,Bluetooth,3,Daily,Spoofing,Zigbee,compromised
VID6231,LIDAR,Normal,106,"(66.9051, 81.19866)",24,Wi-Fi,68,Weekly,Jamming,Bluetooth,compromised
VID3556,LIDAR,Faulty,31,"(18.65388, 41.74703)",58,Bluetooth,0,Weekly,Spoofing,UDP,compromised
VID7306,ECU,Normal,120,"(50.24066, 40.56871)",39,Cellular,44,Weekly,None,None,normal
VID5475,GPS,Normal,97,"(43.27985, 49.4954)",40,Bluetooth,9,Weekly,None,None,normal
VID4387,ECU,Normal,112,"(12.73346, 29.321)",94,Cellular,37,Occasionally,None,None,normal
VID7621,ECU,Normal,65,"(16.48732, 74.12063)",80,Cellular,99,Daily,Spoofing,TCP,compromised
VID3823,GPS,Normal,10,"(15.95052, 27.1279)",55,Cellular,79,Weekly,None,None,compromised
VID8217,LIDAR,Normal,104,"(46.49556, 87.15542)",84,Bluetooth,36,Weekly,None,None,normal
VID4005,ECU,Faulty,92,"(35.66314, 51.95535)",24,Wi-Fi,27,Weekly,None,None,compromised
VID1976,LIDAR,Normal,109,"(60.21358, 61.49118)",49,Bluetooth,38,Daily,None,None,normal
VID5033,Radar,Normal,73,"(72.10162, 58.53741)",56,Cellular,73,Daily,None,None,compromised
VID9041,GPS,Normal,64,"(27.70363, 56.18161)",45,Bluetooth,86,Occasionally,Spoofing,Wi-Fi,compromised
VID2728,LIDAR,Normal,54,"(51.35158, 19.11543)",71,Wi-Fi,49,Weekly,None,None,normal
VID2913,Radar,Faulty,9,"(24.09768, 76.97395)",56,Bluetooth,20,Occasionally,None,None,compromised
VID1870,Camera,Normal,57,"(16.95781, 67.6649)",37,Bluetooth,24,Weekly,None,None,normal
VID3826,Camera,Disabled,83,"(34.40525, 13.47716)",37,Bluetooth,47,Daily,None,None,normal
VID8436,Camera,Faulty,89,"(52.20211, 82.41678)",53,Wi-Fi,62,Occasionally,Jamming,Bluetooth,compromised
VID3953,GPS,Faulty,11,"(87.7448, 70.83156)",87,Cellular,79,Weekly,MITM,TCP,compromised
VID3660,Radar,Disabled,79,"(68.17041, 52.98727)",23,Bluetooth,10,Daily,None,None,normal
VID5740,Camera,Faulty,40,"(71.87793, 52.34283)",37,Wi-Fi,100,Weekly,MITM,Wi-Fi,compromised
VID2501,Camera,Disabled,19,"(63.75353, 81.67671)",65,Bluetooth,73,Occasionally,DDoS,TCP,compromised
VID5442,Radar,Faulty,83,"(63.46263, 40.22438)",95,Cellular,44,Occasionally,Jamming,Wi-Fi,compromised
VID4717,LIDAR,Faulty,53,"(60.83679, 55.50648)",89,Cellular,1,Occasionally,None,None,compromised
VID6515,Camera,Normal,25,"(75.21157, 87.68105)",45,Cellular,27,Weekly,None,None,normal
VID5337,ECU,Normal,89,"(81.34792, 83.77497)",91,Cellular,24,Weekly,None,None,normal
VID1475,Camera,Disabled,63,"(16.335, 36.21686)",92,Bluetooth,20,Weekly,None,None,normal
VID4653,Camera,Normal,2,"(73.31203, 19.60173)",45,Bluetooth,78,Daily,DDoS,TCP,compromised
VID6600,Camera,Faulty,63,"(19.86252, 38.67785)",45,Bluetooth,99,Occasionally,MITM,TCP,compromised
VID8437,Camera,Faulty,84,"(66.86381, 50.25917)",45,Wi-Fi,71,Daily,None,None,compromised
VID1488,LIDAR,Normal,118,"(67.78941, 89.28028)",22,Cellular,37,Occasionally,None,None,normal
VID5129,GPS,Disabled,71,"(87.49378, 12.45243)",68,Cellular,15,Weekly,None,None,normal
VID2420,Radar,Normal,83,"(49.29437, 31.37079)",76,Bluetooth,59,Occasionally,None,None,compromised
VID6610,LIDAR,Normal,86,"(69.47982, 11.86747)",69,Cellular,4,Daily,None,None,normal
VID1657,LIDAR,Disabled,61,"(56.48285, 24.79448)",77,Cellular,8,Daily,None,None,normal
VID3969,Camera,Faulty,23,"(26.62524, 52.31052)",54,Bluetooth,44,Daily,Jamming,Bluetooth,compromised
VID6213,Camera,Disabled,89,"(50.11005, 47.30194)",78,Cellular,51,Weekly,Jamming,UDP,compromised
VID1175,GPS,Disabled,71,"(51.03737, 80.32452)",88,Cellular,16,Occasionally,None,None,normal
VID4939,ECU,Faulty,37,"(51.33713, 82.04335)",99,Cellular,78,Daily,MITM,Wi-Fi,compromised
VID7033,ECU,Normal,1,"(30.65458, 25.13813)",58,Cellular,7,Daily,None,None,normal
VID2831,Radar,Disabled,110,"(80.57458, 82.39916)",33,Cellular,46,Occasionally,None,None,normal
VID8603,ECU,Normal,113,"(34.57452, 16.97298)",48,Cellular,56,Occasionally,None,None,compromised
VID5760,ECU,Normal,107,"(38.51826, 55.41703)",21,Cellular,5,Daily,None,None,normal
VID5809,LIDAR,Disabled,27,"(73.26856, 31.36361)",90,Bluetooth,96,Occasionally,Spoofing,Zigbee,compromised
VID2145,Camera,Normal,26,"(29.98322, 28.4119)",70,Bluetooth,32,Weekly,None,None,normal
VID8137,ECU,Normal,44,"(33.34831, 47.0609)",55,Cellular,4,Occasionally,None,None,normal
VID8258,GPS,Disabled,111,"(43.89549, 56.68668)",43,Cellular,31,Weekly,None,None,normal
VID7606,ECU,Faulty,19,"(49.02695, 58.85766)",78,Wi-Fi,89,Weekly,MITM,Bluetooth,compromised
VID9713,LIDAR,Disabled,65,"(29.77695, 39.2126)",59,Wi-Fi,53,Occasionally,Jamming,Bluetooth,compromised
VID3942,Camera,Faulty,16,"(27.53897, 20.80329)",54,Wi-Fi,46,Occasionally,DDoS,Bluetooth,compromised
VID6082,Radar,Normal,82,"(29.67274, 45.30931)",71,Cellular,41,Daily,None,None,normal
VID3659,GPS,Normal,103,"(26.94604, 62.26852)",32,Wi-Fi,19,Daily,None,None,normal
VID9016,GPS,Faulty,27,"(29.07767, 56.2827)",80,Cellular,22,Occasionally,Spoofing,Wi-Fi,compromised
VID3652,GPS,Disabled,120,"(68.01361, 43.5389)",98,Cellular,32,Daily,None,None,normal
VID1428,ECU,Faulty,117,"(72.35952, 67.9721)",51,Wi-Fi,84,Daily,MITM,UDP,compromised
VID4228,GPS,Normal,64,"(28.90728, 42.43975)",84,Wi-Fi,62,Occasionally,Spoofing,Wi-Fi,compromised
VID9516,Camera,Faulty,35,"(49.27612, 64.73858)",28,Cellular,7,Daily,DDoS,TCP,compromised
VID9907,Camera,Faulty,27,"(48.29777, 31.45674)",30,Cellular,18,Weekly,MITM,Bluetooth,compromised
VID6405,GPS,Normal,20,"(66.15916, 47.5179)",79,Wi-Fi,19,Weekly,None,None,normal
VID9095,GPS,Disabled,61,"(56.60284, 14.19554)",80,Wi-Fi,20,Daily,None,None,normal
VID8475,Camera,Normal,42,"(22.40998, 78.60589)",77,Bluetooth,35,Daily,None,None,normal
VID9178,LIDAR,Disabled,115,"(61.33228, 49.20749)",71,Cellular,31,Occasionally,None,None,normal
VID3253,Camera,Disabled,70,"(80.85493, 46.18615)",22,Wi-Fi,2,Occasionally,None,None,normal
VID3942,GPS,Normal,64,"(49.83454, 17.65217)",84,Wi-Fi,7,Occasionally,None,None,normal
VID7010,GPS,Disabled,97,"(12.23878, 82.29473)",28,Bluetooth,36,Daily,None,None,normal
VID8545,LIDAR,Faulty,39,"(61.66798, 38.84043)",73,Wi-Fi,96,Occasionally,Jamming,UDP,compromised
VID6932,Camera,Normal,71,"(75.79581, 58.95601)",70,Wi-Fi,52,Weekly,DDoS,TCP,compromised
VID3200,Radar,Faulty,4,"(70.64614, 65.78097)",56,Bluetooth,86,Weekly,None,None,compromised
VID1866,Camera,Faulty,53,"(72.03023, 86.04278)",42,Wi-Fi,18,Weekly,Jamming,Wi-Fi,compromised
VID4543,ECU,Normal,0,"(41.07866, 64.10337)",67,Bluetooth,72,Occasionally,DDoS,Bluetooth,compromised
VID9351,GPS,Normal,44,"(64.12515, 85.97771)",58,Wi-Fi,45,Daily,None,None,normal
VID4267,Camera,Normal,75,"(32.50542, 55.82237)",21,Cellular,32,Daily,None,None,normal
VID4353,GPS,Normal,44,"(25.18001, 83.86967)",94,Wi-Fi,95,Occasionally,None,None,compromised
VID5269,LIDAR,Faulty,94,"(70.45407, 69.72599)",49,Cellular,56,Daily,Jamming,Wi-Fi,compromised
VID8011,Radar,Disabled,82,"(19.88595, 40.21283)",59,Cellular,34,Daily,None,None,normal
VID7284,Radar,Faulty,64,"(86.50004, 61.57151)",89,Bluetooth,92,Weekly,DDoS,UDP,compromised
VID1575,ECU,Faulty,92,"(51.93625, 50.66881)",69,Cellular,1,Daily,Jamming,UDP,compromised
VID3067,LIDAR,Faulty,53,"(76.02971, 19.7778)",100,Cellular,18,Daily,MITM,Bluetooth,compromised
VID3899,LIDAR,Faulty,69,"(48.25536, 81.85977)",47,Wi-Fi,13,Occasionally,DDoS,TCP,compromised
VID1298,ECU,Normal,77,"(81.5352, 33.39065)",92,Bluetooth,63,Weekly,DDoS,TCP,compromised
VID9389,Radar,Disabled,8,"(61.48534, 68.27539)",91,Cellular,35,Weekly,None,None,normal
VID4356,ECU,Disabled,42,"(14.2068, 52.22046)",68,Wi-Fi,63,Weekly,DDoS,UDP,compromised
VID7509,ECU,Normal,89,"(22.57516, 75.35668)",40,Cellular,5,Occasionally,None,None,normal
VID2914,ECU,Faulty,13,"(67.44262, 55.58734)",65,Wi-Fi,28,Weekly,DDoS,TCP,compromised
VID3061,LIDAR,Normal,50,"(72.2551, 79.08248)",21,Bluetooth,55,Weekly,Jamming,Zigbee,compromised
VID9021,Radar,Normal,118,"(73.39695, 23.20181)",60,Wi-Fi,67,Weekly,None,None,compromised
VID9237,Camera,Faulty,52,"(87.01004, 25.64764)",88,Wi-Fi,0,Weekly,DDoS,Wi-Fi,compromised
VID3349,Radar,Disabled,37,"(77.82078, 38.87818)",50,Bluetooth,92,Daily,Jamming,UDP,compromised
VID6576,GPS,Normal,80,"(17.51968, 89.732)",51,Bluetooth,14,Daily,None,None,normal
VID3512,Camera,Disabled,4,"(26.53439, 33.1433)",47,Wi-Fi,31,Weekly,None,None,normal
VID2881,Radar,Faulty,34,"(54.58538, 74.16009)",90,Cellular,90,Daily,MITM,UDP,compromised
VID8206,Camera,Disabled,92,"(65.14236, 17.83867)",94,Bluetooth,60,Occasionally,DDoS,TCP,compromised
VID4391,GPS,Normal,3,"(71.56215, 52.75988)",85,Bluetooth,38,Daily,None,None,normal
VID4096,Radar,Normal,75,"(19.32242, 73.22566)",36,Wi-Fi,35,Occasionally,None,None,normal
VID7624,Radar,Normal,5,"(78.23275, 37.98452)",60,Wi-Fi,11,Occasionally,None,None,normal
VID8783,ECU,Disabled,94,"(65.62743, 86.47236)",37,Wi-Fi,25,Occasionally,None,None,normal
VID5865,Radar,Normal,38,"(24.75516, 55.51672)",76,Wi-Fi,34,Occasionally,None,None,normal
VID2093,LIDAR,Faulty,113,"(30.73652, 37.73682)",85,Cellular,39,Weekly,Spoofing,UDP,compromised
VID2669,ECU,Disabled,65,"(89.22276, 63.8931)",43,Cellular,79,Occasionally,None,None,compromised
VID7983,Radar,Normal,73,"(24.77932, 48.79028)",94,Cellular,4,Weekly,None,None,normal
VID3784,GPS,Faulty,79,"(19.23386, 47.74461)",60,Cellular,69,Occasionally,Spoofing,Bluetooth,compromised
VID3469,GPS,Normal,15,"(89.37505, 22.31961)",97,Cellular,19,Occasionally,None,None,normal
VID1297,LIDAR,Faulty,95,"(68.1485, 43.42691)",54,Wi-Fi,36,Weekly,MITM,TCP,compromised
VID1189,LIDAR,Disabled,13,"(27.61874, 14.66315)",31,Bluetooth,29,Weekly,None,None,normal
VID1255,Radar,Faulty,62,"(26.38921, 84.09916)",69,Cellular,9,Occasionally,DDoS,Zigbee,compromised
VID4447,Radar,Disabled,112,"(45.46542, 75.64157)",52,Bluetooth,24,Weekly,None,None,normal
VID6091,ECU,Disabled,20,"(49.74307, 48.47829)",40,Wi-Fi,19,Occasionally,None,None,normal
VID8993,ECU,Faulty,115,"(65.35152, 84.16081)",31,Cellular,95,Occasionally,Spoofing,Wi-Fi,compromised
VID9940,Camera,Disabled,105,"(65.15755, 84.20489)",30,Wi-Fi,54,Weekly,Jamming,Zigbee,compromised
VID2973,Camera,Disabled,49,"(62.00176, 77.50081)",71,Bluetooth,67,Daily,MITM,UDP,compromised
VID6847,Camera,Normal,24,"(63.28947, 67.0479)",88,Bluetooth,43,Weekly,None,None,normal
VID6552,Camera,Normal,43,"(85.02426, 10.14484)",70,Wi-Fi,45,Daily,None,None,normal
VID5188,GPS,Disabled,85,"(53.80133, 83.39269)",30,Wi-Fi,25,Daily,None,None,normal
VID6997,ECU,Faulty,32,"(65.19314, 15.46547)",57,Cellular,96,Weekly,MITM,UDP,compromised
VID2289,Radar,Faulty,70,"(76.68608, 25.37629)",98,Cellular,98,Occasionally,Spoofing,Bluetooth,compromised
VID7769,Radar,Disabled,44,"(20.12528, 78.60593)",63,Cellular,80,Daily,DDoS,TCP,compromised
VID7802,Radar,Faulty,50,"(20.10257, 36.69246)",35,Bluetooth,25,Daily,MITM,Bluetooth,compromised
VID5231,Radar,Disabled,119,"(13.05783, 47.75823)",85,Bluetooth,42,Occasionally,None,None,normal
VID6955,LIDAR,Disabled,113,"(80.6587, 21.98484)",34,Cellular,59,Daily,None,None,compromised
VID4723,Radar,Normal,34,"(10.7564, 88.34577)",93,Wi-Fi,32,Weekly,None,None,normal
VID7866,LIDAR,Faulty,37,"(81.61901, 34.36022)",42,Bluetooth,19,Weekly,Jamming,Zigbee,compromised
VID3318,LIDAR,Disabled,72,"(62.88591, 31.61272)",88,Cellular,54,Occasionally,DDoS,UDP,compromised
VID2685,Radar,Normal,23,"(66.14571, 50.73366)",44,Wi-Fi,93,Weekly,MITM,UDP,compromised
VID1263,ECU,Normal,35,"(77.82562, 71.7746)",76,Wi-Fi,52,Daily,Jamming,UDP,compromised
VID5981,Radar,Faulty,43,"(86.62578, 62.93337)",73,Bluetooth,41,Weekly,DDoS,Wi-Fi,compromised
VID4614,Camera,Faulty,59,"(28.35946, 34.57509)",25,Cellular,6,Occasionally,None,None,compromised
VID2986,Camera,Disabled,22,"(14.55755, 45.54954)",38,Cellular,4,Daily,None,None,normal
VID3096,Radar,Normal,100,"(88.8552, 87.38898)",78,Wi-Fi,51,Occasionally,None,None,compromised
VID6641,Camera,Disabled,16,"(85.40154, 37.86313)",92,Cellular,32,Weekly,None,None,normal
VID3399,LIDAR,Normal,113,"(73.35525, 45.84708)",43,Bluetooth,49,Daily,None,None,normal
VID6551,Radar,Disabled,87,"(40.46361, 33.34803)",50,Cellular,25,Occasionally,None,None,normal
VID6280,ECU,Disabled,84,"(61.90782, 64.59143)",72,Wi-Fi,99,Weekly,MITM,Zigbee,compromised
VID2996,LIDAR,Normal,39,"(73.74495, 55.77058)",76,Cellular,2,Daily,None,None,normal
VID8171,GPS,Normal,66,"(13.64807, 80.97509)",76,Cellular,51,Occasionally,None,None,compromised
VID6611,GPS,Normal,4,"(23.14619, 59.90078)",76,Wi-Fi,44,Weekly,None,None,normal
VID9922,Radar,Normal,69,"(41.70582, 51.10875)",91,Wi-Fi,14,Weekly,None,None,normal
VID1363,GPS,Normal,102,"(31.34064, 67.26132)",86,Wi-Fi,7,Weekly,None,None,normal
VID6278,ECU,Normal,66,"(70.92746, 52.76133)",78,Bluetooth,18,Occasionally,None,None,normal
VID9010,Radar,Disabled,95,"(41.2048, 60.23421)",43,Bluetooth,42,Weekly,None,None,normal
VID6746,LIDAR,Normal,34,"(77.22225, 72.7502)",41,Wi-Fi,0,Daily,None,None,normal
VID9971,ECU,Faulty,27,"(63.64646, 51.93938)",78,Bluetooth,8,Daily,DDoS,Zigbee,compromised
VID2193,Camera,Faulty,81,"(32.16489, 23.60386)",80,Wi-Fi,75,Daily,Jamming,TCP,compromised
VID6690,ECU,Disabled,78,"(40.98656, 44.64596)",68,Cellular,12,Occasionally,None,None,normal
VID6824,GPS,Normal,94,"(53.62065, 83.60615)",100,Wi-Fi,35,Occasionally,None,None,normal
VID1394,Radar,Normal,29,"(82.84064, 23.5611)",77,Cellular,43,Occasionally,None,None,normal
VID8068,ECU,Disabled,98,"(70.9717, 23.99396)",81,Bluetooth,5,Daily,None,None,normal
VID2077,Camera,Faulty,85,"(63.91223, 71.10529)",74,Bluetooth,95,Occasionally,None,None,compromised
VID2466,LIDAR,Normal,63,"(42.46736, 33.4462)",88,Bluetooth,24,Occasionally,None,None,normal
VID4997,Radar,Faulty,38,"(30.21664, 33.77968)",50,Wi-Fi,94,Occasionally,MITM,UDP,compromised
VID9662,Radar,Normal,72,"(18.93904, 40.82332)",55,Wi-Fi,54,Occasionally,MITM,Bluetooth,compromised
VID4472,Camera,Disabled,15,"(10.47469, 54.27755)",29,Cellular,40,Weekly,None,None,normal
VID7890,LIDAR,Disabled,43,"(22.08291, 26.34403)",59,Bluetooth,31,Weekly,None,None,normal
VID3842,GPS,Normal,4,"(12.87613, 35.06853)",77,Bluetooth,82,Daily,MITM,Bluetooth,compromised
VID2142,GPS,Faulty,33,"(60.15917, 87.02225)",38,Wi-Fi,18,Weekly,Spoofing,TCP,compromised
VID6507,Camera,Faulty,75,"(11.8789, 56.22343)",65,Cellular,34,Occasionally,DDoS,UDP,compromised
VID7472,Radar,Disabled,18,"(79.07075, 76.72203)",59,Bluetooth,34,Daily,None,None,normal
VID1475,Camera,Disabled,63,"(16.335, 36.21686)",92,Bluetooth,20,Weekly,None,None,normal
VID6822,Camera,Disabled,79,"(28.60277, 79.70169)",35,Cellular,100,Occasionally,None,None,compromised
VID1447,ECU,Normal,43,"(74.37099, 70.31076)",62,Wi-Fi,33,Weekly,None,None,normal
VID2388,LIDAR,Disabled,57,"(26.57775, 48.22705)",63,Cellular,11,Weekly,None,None,normal
VID7976,LIDAR,Normal,53,"(81.36676, 15.18313)",75,Cellular,0,Weekly,None,None,normal
VID1795,LIDAR,Disabled,47,"(34.68928, 38.85162)",72,Bluetooth,44,Daily,None,None,normal
VID1438,Radar,Disabled,106,"(59.26439, 49.93978)",61,Cellular,34,Daily,None,None,normal
VID5807,Camera,Disabled,77,"(34.05127, 13.00414)",88,Bluetooth,34,Occasionally,None,None,normal
VID7186,GPS,Normal,107,"(13.69205, 17.49029)",21,Cellular,80,Weekly,Spoofing,Bluetooth,compromised
VID2798,ECU,Faulty,24,"(50.94025, 67.50395)",99,Cellular,2,Daily,Spoofing,UDP,compromised
VID1986,ECU,Faulty,94,"(18.87397, 39.92499)",99,Cellular,10,Occasionally,Spoofing,Bluetooth,compromised
VID7345,Camera,Disabled,19,"(36.00863, 54.87165)",61,Bluetooth,20,Weekly,None,None,normal
VID8119,ECU,Faulty,37,"(32.69483, 21.5768)",77,Wi-Fi,84,Occasionally,Jamming,Zigbee,compromised
VID8284,Camera,Normal,75,"(86.22424, 48.85399)",26,Cellular,89,Weekly,Spoofing,UDP,compromised
VID3523,ECU,Faulty,84,"(12.08781, 25.5582)",95,Wi-Fi,9,Weekly,Spoofing,TCP,compromised
VID1320,ECU,Faulty,53,"(23.97129, 52.51982)",86,Cellular,4,Daily,DDoS,UDP,compromised
VID9165,Camera,Normal,6,"(73.5821, 61.42955)",33,Bluetooth,14,Weekly,None,None,normal
VID3590,GPS,Normal,111,"(10.56958, 19.1524)",24,Cellular,5,Occasionally,None,None,normal
VID6901,Radar,Normal,20,"(63.07505, 31.0)",59,Wi-Fi,27,Weekly,None,None,normal
VID5265,Camera,Faulty,76,"(36.39848, 77.93981)",62,Bluetooth,28,Daily,None,None,compromised
VID4323,Camera,Disabled,108,"(86.81991, 10.70339)",24,Cellular,31,Weekly,None,None,normal
VID4528,LIDAR,Normal,75,"(73.59819, 41.84794)",40,Cellular,33,Weekly,None,None,normal
VID7847,LIDAR,Faulty,108,"(27.69016, 13.08246)",45,Bluetooth,25,Occasionally,Spoofing,Bluetooth,compromised
VID3793,GPS,Disabled,82,"(14.58413, 68.59181)",33,Bluetooth,25,Weekly,None,None,normal
VID7614,LIDAR,Disabled,44,"(63.70502, 52.35912)",20,Bluetooth,39,Daily,None,None,normal
VID3276,LIDAR,Disabled,87,"(40.97444, 51.22459)",44,Cellular,75,Daily,Jamming,TCP,compromised
VID5364,Radar,Normal,22,"(22.41465, 59.37486)",55,Cellular,38,Weekly,None,None,normal
VID4319,Radar,Disabled,90,"(12.72492, 60.88871)",44,Cellular,79,Weekly,DDoS,UDP,compromised
VID7490,GPS,Disabled,80,"(78.96534, 37.68843)",88,Cellular,10,Occasionally,None,None,normal
VID9056,ECU,Faulty,28,"(68.99542, 47.19624)",88,Cellular,36,Weekly,DDoS,TCP,compromised
VID2193,ECU,Normal,64,"(49.46852, 48.71328)",80,Bluetooth,41,Occasionally,None,None,normal
VID3401,Radar,Normal,54,"(36.44262, 70.21874)",96,Cellular,56,Occasionally,DDoS,UDP,compromised
VID6314,LIDAR,Disabled,95,"(19.4734, 63.68249)",47,Bluetooth,38,Weekly,None,None,normal
VID9609,Radar,Faulty,33,"(25.72364, 27.90193)",71,Cellular,74,Weekly,MITM,Wi-Fi,compromised
VID2729,Radar,Faulty,7,"(14.21817, 65.33701)",23,Bluetooth,93,Weekly,MITM,Bluetooth,compromised
VID6653,ECU,Normal,105,"(66.1543, 52.50295)",56,Cellular,75,Occasionally,Jamming,Wi-Fi,compromised
VID2688,ECU,Faulty,60,"(43.18689, 30.07622)",99,Bluetooth,75,Weekly,None,None,compromised
VID7888,Camera,Normal,88,"(79.55629, 42.96969)",74,Wi-Fi,75,Daily,Jamming,UDP,compromised
VID6200,Camera,Normal,68,"(12.72351, 86.07412)",77,Cellular,31,Daily,None,None,normal
VID1209,LIDAR,Disabled,105,"(25.06712, 44.2937)",22,Bluetooth,88,Occasionally,Spoofing,Bluetooth,compromised
VID8502,Camera,Normal,18,"(40.34008, 41.50224)",41,Bluetooth,84,Occasionally,MITM,Zigbee,compromised
VID1836,ECU,Disabled,36,"(63.50663, 78.37634)",55,Wi-Fi,64,Weekly,Jamming,Wi-Fi,compromised
VID3129,ECU,Normal,108,"(56.05525, 60.08405)",73,Bluetooth,56,Occasionally,Spoofing,Zigbee,compromised
VID7436,GPS,Faulty,113,"(84.69209, 17.02968)",69,Bluetooth,11,Occasionally,Jamming,UDP,compromised
VID3386,Radar,Faulty,76,"(86.94932, 37.99836)",63,Bluetooth,40,Weekly,Jamming,UDP,compromised
VID9523,GPS,Disabled,34,"(23.75423, 84.00212)",76,Cellular,47,Occasionally,None,None,normal
VID6845,Camera,Normal,85,"(70.34451, 84.88275)",42,Wi-Fi,88,Daily,None,None,compromised
VID6176,Radar,Faulty,103,"(59.3384, 71.11944)",47,Wi-Fi,19,Weekly,DDoS,UDP,compromised
VID7321,ECU,Disabled,81,"(44.46607, 42.14801)",73,Cellular,59,Daily,Spoofing,Zigbee,compromised
VID1021,GPS,Disabled,111,"(67.59806, 12.27122)",89,Wi-Fi,52,Occasionally,Jamming,Zigbee,compromised
VID9634,Camera,Disabled,23,"(34.20442, 21.39568)",25,Wi-Fi,3,Daily,None,None,normal
VID7478,ECU,Normal,55,"(47.23873, 66.04906)",40,Bluetooth,31,Daily,None,None,normal
VID5851,Radar,Faulty,106,"(65.08467, 61.76454)",76,Bluetooth,63,Occasionally,None,None,compromised
VID8644,Camera,Disabled,81,"(31.46673, 11.82772)",86,Bluetooth,10,Weekly,None,None,normal
VID5184,LIDAR,Normal,90,"(59.23374, 65.82314)",44,Wi-Fi,45,Occasionally,None,None,normal
VID5538,ECU,Normal,76,"(62.12991, 27.75599)",99,Cellular,49,Weekly,None,None,normal
VID1889,GPS,Normal,52,"(51.59758, 14.62745)",52,Cellular,14,Daily,None,None,normal
VID5369,ECU,Faulty,80,"(18.41219, 27.66657)",51,Bluetooth,95,Weekly,MITM,Bluetooth,compromised
VID4683,GPS,Normal,36,"(48.00709, 54.57706)",78,Wi-Fi,41,Occasionally,None,None,normal
VID5525,LIDAR,Disabled,84,"(75.94823, 59.37982)",87,Wi-Fi,38,Occasionally,None,None,normal
VID8650,Radar,Disabled,96,"(41.98757, 54.01853)",32,Cellular,46,Daily,None,None,normal
VID3314,Camera,Disabled,46,"(25.79848, 49.71547)",77,Cellular,30,Daily,None,None,normal
VID4117,GPS,Faulty,86,"(52.56699, 40.01136)",55,Cellular,89,Occasionally,DDoS,Wi-Fi,compromised
VID8339,Camera,Normal,103,"(72.17095, 29.70274)",63,Cellular,89,Occasionally,DDoS,Wi-Fi,compromised
VID6184,LIDAR,Normal,63,"(63.55553, 42.99866)",29,Wi-Fi,77,Daily,DDoS,TCP,compromised
