Device ID,Device Name,Battery Level (%),Temperature (°C),Signal Strength (%),Operational Hours,Maintenance Status,Criticality Level,Threat Detection Alerts,Firmware Vulnerabilities,Environment Type,Service Interval (days),Event Logs,Calibration Status,Device Health
ID3118,Unmanned Ground Vehicle,69,29,79,183,Yes,High,66,1,Desert,80,4,No,compromised
ID3543,Radar System,57,12,49,220,Yes,Medium,47,0,Forest,128,100,Yes,normal
ID5321,Unmanned Ground Vehicle,93,38,79,152,No,Low,37,0,Arctic,34,54,Yes,compromised
ID9511,Unmanned Ground Vehicle,59,15,54,227,Yes,Medium,35,1,Urban,118,2,Yes,normal
ID1993,Communication Equipment,99,26,53,370,Yes,Medium,4,1,Desert,61,8,Yes,normal
ID7372,Weapon System,15,4,31,322,No,High,79,3,Forest,92,148,Yes,compromised
ID1761,Drone,21,57,89,369,Yes,Low,72,0,Urban,98,141,No,compromised
ID7124,Weapon System,76,1,39,318,Yes,High,22,1,Forest,118,75,Yes,normal
ID1408,Unmanned Ground Vehicle,84,-3,54,160,Yes,High,46,5,Forest,72,67,Yes,normal
ID1164,Communication Equipment,46,23,63,237,Yes,Low,3,1,Urban,72,98,Yes,normal
ID3825,Body Armor Sensor,77,60,28,264,Yes,Low,45,1,Arctic,140,43,Yes,compromised
ID5101,Drone,24,21,34,224,Yes,High,12,5,Arctic,51,97,Yes,normal
ID3691,Drone,66,26,22,442,Yes,High,54,1,Forest,116,102,No,compromised
ID2951,Body Armor Sensor,33,-4,34,320,Yes,Low,0,2,Arctic,152,53,Yes,normal
ID9472,Communication Equipment,80,23,30,267,Yes,Medium,20,5,Urban,163,3,Yes,normal
ID6165,Body Armor Sensor,40,42,35,119,Yes,High,59,2,Arctic,164,175,Yes,compromised
ID4613,Radar System,60,8,76,498,Yes,Low,35,2,Arctic,162,67,Yes,normal
ID2526,Surveillance Camera,30,53,67,463,No,High,7,1,Desert,63,152,Yes,compromised
ID4893,Weapon System,66,14,89,392,Yes,High,29,5,Desert,125,95,Yes,normal
ID4131,Drone,39,8,47,256,Yes,Medium,4,2,Arctic,141,95,Yes,normal
ID5853,Body Armor Sensor,46,-1,45,434,Yes,Medium,6,1,Urban,46,153,Yes,compromised
ID1763,Drone,96,51,35,198,Yes,Low,82,5,Urban,138,32,Yes,compromised
ID3664,Weapon System,79,-7,100,142,Yes,Medium,31,1,Urban,38,75,Yes,normal
ID6509,Body Armor Sensor,18,12,25,281,Yes,Low,6,5,Forest,92,85,Yes,compromised
ID3761,Weapon System,76,1,30,127,Yes,High,45,4,Forest,113,89,Yes,normal
ID2169,Body Armor Sensor,65,46,86,136,No,Medium,45,4,Urban,59,72,Yes,compromised
ID5640,Communication Equipment,31,15,79,267,No,Medium,16,0,Desert,108,184,Yes,compromised
ID7391,Radar System,64,39,52,368,No,High,69,2,Forest,83,126,No,compromised
ID3836,Unmanned Ground Vehicle,58,56,89,188,Yes,Medium,43,3,Urban,110,191,Yes,compromised
ID7647,Unmanned Ground Vehicle,92,37,82,113,Yes,Medium,43,4,Arctic,119,52,Yes,normal
ID4380,Radar System,86,-2,98,302,Yes,High,42,5,Arctic,128,65,Yes,normal
ID9229,Drone,79,37,41,377,Yes,High,49,0,Urban,32,52,Yes,normal
ID6725,Unmanned Ground Vehicle,76,13,50,323,No,Medium,52,2,Arctic,179,29,No,compromised
ID6735,Drone,53,0,71,313,No,High,49,5,Desert,65,101,No,compromised
ID2304,Weapon System,64,21,47,351,No,Medium,74,2,Arctic,95,23,Yes,compromised
ID7182,Communication Equipment,53,50,79,224,No,Medium,81,5,Desert,62,158,No,compromised
ID1942,Communication Equipment,62,9,93,373,No,Medium,34,5,Urban,149,172,Yes,compromised
ID3693,Drone,74,31,76,132,Yes,Medium,7,1,Desert,41,27,Yes,normal
ID6028,Body Armor Sensor,72,6,98,298,Yes,High,11,2,Arctic,85,37,Yes,normal
ID8048,Radar System,43,38,47,122,Yes,Medium,4,3,Arctic,42,15,Yes,normal
ID8422,Radar System,73,51,39,187,No,Medium,88,2,Forest,58,200,Yes,compromised
ID6336,Weapon System,44,-10,30,490,Yes,Low,5,2,Forest,164,57,Yes,normal
ID4917,Weapon System,79,48,62,358,Yes,Medium,33,5,Urban,115,39,Yes,normal
ID5992,Radar System,87,57,58,236,Yes,Medium,78,2,Arctic,147,142,No,compromised
ID6141,Drone,72,46,55,308,Yes,High,72,4,Arctic,107,119,No,compromised
ID3912,Surveillance Camera,20,48,39,332,No,Low,54,2,Urban,150,161,Yes,compromised
ID3685,Surveillance Camera,15,37,25,249,No,High,45,3,Desert,85,110,No,compromised
ID4408,Radar System,49,35,79,208,No,Low,18,2,Urban,131,176,Yes,compromised
ID2383,Surveillance Camera,17,12,93,486,No,Medium,15,2,Desert,100,186,No,compromised
ID4198,Communication Equipment,68,19,39,152,Yes,Medium,26,2,Forest,158,69,Yes,normal
ID2439,Communication Equipment,45,41,92,462,Yes,Medium,39,4,Desert,98,13,Yes,normal
ID6559,Radar System,82,4,45,281,Yes,Low,10,1,Urban,98,34,Yes,normal
ID5035,Body Armor Sensor,73,-9,69,194,No,Medium,52,1,Forest,166,83,No,compromised
ID7591,Body Armor Sensor,67,27,30,295,Yes,Medium,19,3,Urban,175,90,Yes,normal
ID8721,Communication Equipment,95,34,27,308,Yes,High,76,0,Desert,42,166,Yes,compromised
ID9425,Radar System,10,48,45,484,No,Low,42,2,Forest,154,162,No,compromised
ID8563,Body Armor Sensor,76,8,48,358,No,Low,90,5,Arctic,89,96,Yes,compromised
ID1573,Communication Equipment,38,-4,35,118,Yes,Low,49,2,Arctic,93,22,Yes,normal
ID6022,Surveillance Camera,82,0,28,208,No,Low,70,4,Urban,39,20,Yes,compromised
ID9980,Surveillance Camera,17,26,51,169,Yes,High,98,1,Desert,81,128,Yes,compromised
ID9257,Unmanned Ground Vehicle,94,53,68,402,No,High,24,5,Desert,49,25,No,compromised
ID1501,Weapon System,40,9,51,274,Yes,High,43,5,Urban,46,7,Yes,normal
ID3840,Drone,96,-1,93,468,Yes,High,100,5,Arctic,152,125,Yes,compromised
ID9599,Surveillance Camera,63,36,81,355,Yes,Low,29,2,Urban,152,4,Yes,normal
ID1325,Drone,17,-1,86,195,No,Low,3,3,Forest,43,6,Yes,compromised
ID3390,Drone,18,19,89,236,No,Medium,54,5,Desert,39,6,No,compromised
ID7064,Weapon System,77,-8,73,459,Yes,Low,15,4,Urban,158,54,Yes,normal
ID5311,Communication Equipment,25,43,78,207,Yes,Low,18,3,Arctic,116,91,No,compromised
ID4475,Body Armor Sensor,42,12,81,455,Yes,Low,11,4,Urban,62,11,Yes,normal
ID9222,Drone,96,48,33,421,No,High,0,3,Desert,116,75,Yes,compromised
ID4152,Radar System,24,21,30,198,No,Medium,15,3,Forest,62,136,Yes,compromised
ID8485,Radar System,96,20,43,321,Yes,Low,42,2,Urban,54,190,No,compromised
ID9318,Surveillance Camera,68,26,81,293,Yes,Medium,41,4,Forest,159,67,Yes,normal
ID5070,Radar System,70,-4,67,348,Yes,Medium,32,2,Urban,169,32,Yes,normal
ID7505,Surveillance Camera,46,19,26,254,Yes,High,46,4,Desert,169,106,Yes,compromised
ID8105,Radar System,93,30,75,402,Yes,High,49,5,Forest,76,49,Yes,normal
ID8975,Communication Equipment,54,30,53,255,Yes,Low,17,3,Desert,67,31,Yes,normal
ID4674,Drone,16,42,24,191,No,High,66,4,Arctic,63,163,Yes,compromised
ID5562,Body Armor Sensor,53,8,67,269,Yes,Low,18,1,Desert,94,22,Yes,normal
ID9091,Communication Equipment,71,57,79,474,Yes,Medium,18,2,Desert,169,151,Yes,compromised
ID7958,Radar System,99,5,27,277,No,Medium,2,3,Urban,166,22,Yes,compromised
ID5265,Body Armor Sensor,20,45,46,115,Yes,Low,30,4,Arctic,155,93,Yes,normal
ID8013,Communication Equipment,24,-2,93,405,Yes,High,17,2,Urban,98,96,Yes,normal
ID8516,Communication Equipment,75,35,87,217,Yes,Low,36,1,Arctic,129,56,Yes,normal
ID8349,Body Armor Sensor,76,46,49,354,Yes,Medium,26,1,Desert,31,53,Yes,normal
ID8661,Drone,25,16,63,376,Yes,Medium,40,2,Urban,46,51,Yes,normal
ID3587,Communication Equipment,24,-2,80,441,Yes,Medium,45,5,Urban,74,136,Yes,compromised
ID6290,Surveillance Camera,91,26,56,228,Yes,Low,11,1,Arctic,60,30,Yes,normal
ID1530,Body Armor Sensor,88,31,88,260,Yes,High,7,3,Forest,74,67,Yes,normal
ID9894,Weapon System,61,42,94,459,No,High,31,5,Urban,146,151,No,compromised
ID2125,Surveillance Camera,47,16,88,441,Yes,Low,4,1,Urban,113,71,Yes,normal
ID2172,Body Armor Sensor,86,34,49,137,Yes,Medium,37,5,Desert,95,18,Yes,normal
ID2284,Unmanned Ground Vehicle,52,32,37,423,No,Low,71,3,Forest,164,124,Yes,compromised
ID4582,Unmanned Ground Vehicle,31,30,33,410,Yes,Medium,48,2,Desert,111,135,No,compromised
ID7531,Communication Equipment,34,24,57,294,No,Low,52,3,Desert,93,8,No,compromised
ID5187,Surveillance Camera,20,16,42,150,Yes,High,30,1,Arctic,135,12,Yes,normal
ID4073,Unmanned Ground Vehicle,71,-1,55,191,Yes,Medium,43,5,Desert,119,56,Yes,normal
ID6130,Weapon System,48,2,64,258,No,Low,27,4,Urban,135,69,Yes,compromised
ID8544,Radar System,96,44,90,206,Yes,Medium,50,2,Forest,132,25,Yes,normal
ID5047,Body Armor Sensor,46,10,86,176,Yes,High,48,0,Urban,88,64,Yes,normal
ID1225,Surveillance Camera,53,48,94,436,Yes,Low,38,4,Arctic,107,49,Yes,normal
ID7726,Communication Equipment,71,46,85,232,Yes,Medium,48,5,Arctic,132,52,Yes,normal
ID5006,Weapon System,97,27,94,369,Yes,High,83,0,Forest,89,193,Yes,compromised
ID8236,Communication Equipment,10,22,49,369,No,High,69,0,Forest,46,11,Yes,compromised
ID2976,Drone,23,-6,49,368,Yes,Low,37,5,Arctic,135,28,Yes,normal
ID7194,Body Armor Sensor,30,-8,71,464,Yes,High,20,5,Urban,73,65,Yes,normal
ID3157,Unmanned Ground Vehicle,63,51,43,313,Yes,High,10,4,Forest,178,44,No,compromised
ID3957,Communication Equipment,92,5,50,226,Yes,High,8,3,Forest,80,6,Yes,normal
ID9819,Body Armor Sensor,65,46,97,218,No,Medium,81,3,Urban,153,33,Yes,compromised
ID5231,Radar System,29,25,32,107,No,Low,59,2,Desert,93,26,No,compromised
ID3808,Drone,95,7,79,322,Yes,Medium,24,1,Urban,177,6,Yes,normal
ID1640,Weapon System,22,37,44,122,No,Medium,76,2,Urban,177,24,No,compromised
ID9122,Unmanned Ground Vehicle,21,11,80,425,Yes,High,20,5,Desert,144,95,Yes,normal
ID4378,Unmanned Ground Vehicle,53,54,38,281,Yes,High,86,0,Forest,67,4,Yes,compromised
ID1526,Radar System,29,-5,33,318,Yes,Low,10,3,Forest,119,36,Yes,normal
ID1718,Unmanned Ground Vehicle,50,25,40,403,Yes,Medium,11,5,Desert,41,82,Yes,normal
ID9449,Weapon System,85,41,75,441,Yes,Low,27,5,Forest,130,95,Yes,normal
ID6302,Unmanned Ground Vehicle,22,27,45,234,Yes,Low,17,2,Desert,45,62,Yes,normal
ID5982,Drone,67,15,86,426,Yes,Low,40,0,Arctic,170,2,Yes,normal
ID5083,Weapon System,39,37,86,318,Yes,High,31,0,Desert,144,62,Yes,normal
ID3938,Surveillance Camera,30,8,32,162,Yes,Low,14,3,Desert,111,52,Yes,normal
ID5474,Unmanned Ground Vehicle,21,58,100,168,No,Low,37,5,Arctic,57,50,No,compromised
ID6894,Unmanned Ground Vehicle,44,51,24,448,No,Medium,23,2,Desert,117,32,Yes,compromised
ID5817,Drone,15,45,45,385,Yes,High,10,3,Forest,104,93,Yes,compromised
ID9170,Unmanned Ground Vehicle,100,18,34,307,Yes,High,10,2,Urban,107,16,Yes,normal
ID5940,Radar System,92,23,77,298,Yes,Low,42,4,Desert,137,4,Yes,normal
ID2003,Surveillance Camera,26,-8,77,267,Yes,Medium,59,5,Arctic,67,179,No,compromised
ID7570,Body Armor Sensor,82,41,21,408,Yes,Low,100,0,Desert,65,90,No,compromised
ID2466,Weapon System,98,0,39,231,Yes,Low,37,5,Forest,89,77,Yes,normal
ID6703,Weapon System,91,48,53,433,Yes,High,12,2,Forest,50,39,Yes,normal
ID9042,Surveillance Camera,45,6,54,405,Yes,Low,11,2,Desert,41,75,Yes,normal
ID3289,Surveillance Camera,25,23,81,470,Yes,Medium,5,1,Desert,52,93,Yes,normal
ID9481,Surveillance Camera,84,5,23,227,Yes,High,93,2,Forest,102,197,Yes,compromised
ID3393,Communication Equipment,32,7,34,262,Yes,Low,6,5,Urban,58,8,Yes,normal
ID6458,Communication Equipment,60,11,33,426,Yes,Medium,49,0,Desert,81,24,Yes,normal
ID5069,Surveillance Camera,79,24,36,175,Yes,High,36,3,Arctic,89,42,Yes,normal
ID9978,Weapon System,72,22,92,459,Yes,Medium,8,4,Forest,160,33,Yes,normal
ID3232,Weapon System,38,32,54,390,Yes,Medium,34,3,Arctic,101,2,Yes,normal
ID9577,Surveillance Camera,87,1,57,311,Yes,High,46,2,Arctic,161,14,Yes,normal
ID2592,Radar System,90,-3,46,387,Yes,Low,53,3,Arctic,123,44,No,compromised
ID3458,Drone,86,-9,59,254,No,Low,20,4,Forest,79,14,Yes,compromised
ID2030,Weapon System,26,5,52,377,Yes,Medium,81,2,Desert,102,143,Yes,compromised
ID3375,Radar System,80,-10,70,162,Yes,Medium,0,1,Arctic,105,3,Yes,normal
ID1588,Unmanned Ground Vehicle,67,56,68,240,No,Medium,65,4,Arctic,56,37,Yes,compromised
ID7783,Drone,43,33,76,187,No,Low,44,5,Urban,35,81,No,compromised
ID1934,Surveillance Camera,67,52,41,255,Yes,Medium,68,4,Urban,129,170,No,compromised
ID8417,Unmanned Ground Vehicle,77,-3,43,411,Yes,Low,48,4,Forest,145,10,Yes,normal
ID9346,Unmanned Ground Vehicle,17,47,37,236,No,Medium,18,3,Urban,59,50,Yes,compromised
ID4172,Communication Equipment,21,7,72,281,Yes,Medium,32,5,Urban,172,52,Yes,normal
ID7506,Drone,21,7,70,411,Yes,High,25,3,Arctic,132,92,Yes,normal
ID5865,Body Armor Sensor,96,48,100,476,Yes,High,27,0,Desert,124,59,No,compromised
ID9665,Unmanned Ground Vehicle,53,46,58,472,Yes,Medium,35,5,Desert,155,65,Yes,normal
ID7130,Surveillance Camera,37,-10,57,303,Yes,Low,38,3,Forest,66,80,Yes,normal
ID6048,Radar System,45,31,63,379,Yes,Low,28,5,Desert,42,95,No,compromised
ID8469,Unmanned Ground Vehicle,49,25,74,239,Yes,Medium,34,3,Arctic,72,87,Yes,normal
ID8891,Radar System,37,46,47,180,Yes,Low,7,4,Arctic,40,161,Yes,compromised
ID5152,Unmanned Ground Vehicle,76,51,72,478,No,Medium,68,4,Urban,112,48,No,compromised
ID1824,Radar System,90,-1,96,263,Yes,Low,32,1,Forest,138,56,Yes,normal
ID4534,Body Armor Sensor,15,-7,61,397,Yes,High,45,5,Arctic,102,23,Yes,compromised
ID9623,Unmanned Ground Vehicle,23,47,95,168,Yes,Medium,77,5,Urban,57,64,Yes,compromised
ID9540,Radar System,29,26,81,107,Yes,Medium,67,2,Urban,101,147,Yes,compromised
ID3337,Surveillance Camera,92,50,34,350,Yes,Low,30,5,Forest,71,82,Yes,normal
ID9741,Weapon System,62,44,93,276,Yes,Low,12,2,Arctic,79,15,Yes,normal
ID3246,Body Armor Sensor,33,43,82,180,Yes,Medium,23,5,Forest,41,15,Yes,normal
ID5414,Surveillance Camera,66,20,30,368,Yes,Low,39,0,Desert,93,40,Yes,normal
ID5545,Communication Equipment,74,32,45,152,Yes,High,47,2,Forest,115,99,Yes,normal
ID1571,Weapon System,27,-2,47,230,Yes,High,65,4,Forest,94,104,Yes,compromised
ID1163,Radar System,66,42,54,120,Yes,Medium,13,4,Desert,98,5,Yes,normal
ID6157,Unmanned Ground Vehicle,67,59,73,499,Yes,High,58,2,Desert,172,39,Yes,compromised
ID8243,Radar System,35,18,67,313,No,Low,82,0,Arctic,153,56,Yes,compromised
ID8333,Communication Equipment,21,45,55,197,No,Medium,100,4,Desert,68,31,No,compromised
ID4742,Drone,55,26,86,110,No,Medium,31,1,Urban,161,1,No,compromised
ID3848,Unmanned Ground Vehicle,95,4,40,212,Yes,Medium,70,2,Arctic,38,161,No,compromised
ID3052,Communication Equipment,52,5,85,474,No,High,39,2,Desert,126,90,No,compromised
ID7492,Weapon System,37,19,34,372,Yes,Low,18,1,Forest,64,62,Yes,normal
ID5677,Radar System,69,59,34,480,No,Medium,92,2,Desert,146,161,Yes,compromised
ID8571,Body Armor Sensor,25,15,76,343,No,Medium,18,4,Urban,114,188,No,compromised
ID5134,Surveillance Camera,82,0,97,235,Yes,Low,34,5,Forest,31,175,No,compromised
ID2788,Weapon System,52,3,56,437,No,Low,59,3,Forest,83,50,Yes,compromised
ID6167,Body Armor Sensor,24,33,33,227,No,Low,24,4,Urban,113,118,No,compromised
ID3747,Drone,34,31,27,231,No,Medium,65,3,Arctic,168,75,No,compromised
ID5267,Radar System,17,4,49,295,Yes,High,9,0,Arctic,75,83,Yes,compromised
ID7514,Radar System,39,15,95,183,Yes,Medium,37,1,Forest,96,31,Yes,normal
ID1004,Surveillance Camera,50,46,61,454,Yes,High,14,3,Desert,149,72,Yes,normal
ID1310,Unmanned Ground Vehicle,68,23,49,488,Yes,Medium,4,1,Desert,128,5,Yes,normal
ID4338,Unmanned Ground Vehicle,51,27,58,376,Yes,Medium,29,1,Desert,81,44,Yes,normal
ID1628,Communication Equipment,23,57,35,132,No,Low,7,2,Arctic,142,112,No,compromised
ID5553,Body Armor Sensor,72,12,72,297,Yes,Low,10,1,Desert,142,64,Yes,normal
ID8942,Radar System,42,2,56,216,No,Medium,69,2,Desert,140,28,No,compromised
ID9996,Unmanned Ground Vehicle,52,29,39,276,Yes,Low,8,2,Desert,39,44,Yes,normal
ID7328,Radar System,72,8,81,408,Yes,Low,10,1,Desert,34,63,Yes,normal
ID4709,Body Armor Sensor,40,-4,88,389,Yes,Low,36,3,Desert,170,74,Yes,normal
ID8285,Drone,35,32,72,410,Yes,Low,23,1,Forest,66,49,Yes,normal
ID3102,Communication Equipment,61,33,91,231,Yes,Low,41,1,Forest,82,41,Yes,normal
ID8381,Weapon System,86,-8,76,350,Yes,Low,0,2,Forest,114,79,Yes,normal
ID8363,Radar System,20,31,60,426,Yes,Medium,26,2,Urban,100,18,Yes,normal
ID4039,Body Armor Sensor,43,0,53,447,Yes,Low,48,0,Urban,143,67,No,compromised
ID4110,Communication Equipment,58,21,83,198,Yes,Low,33,3,Desert,166,97,Yes,normal
ID6608,Unmanned Ground Vehicle,82,-10,50,128,Yes,Low,15,0,Forest,179,92,Yes,normal
ID5874,Unmanned Ground Vehicle,67,-7,42,354,No,Medium,77,1,Urban,157,95,Yes,compromised
ID6822,Body Armor Sensor,76,5,30,189,Yes,Low,30,3,Desert,89,56,Yes,normal
ID6509,Radar System,86,20,37,227,Yes,Low,21,0,Forest,165,57,Yes,normal
ID6002,Surveillance Camera,40,33,80,225,No,Medium,13,5,Arctic,130,21,No,compromised
ID6730,Radar System,50,29,52,450,Yes,High,3,4,Urban,140,65,Yes,normal
ID1232,Surveillance Camera,23,45,40,288,Yes,Low,6,1,Desert,94,55,Yes,normal
ID2854,Unmanned Ground Vehicle,18,22,74,237,Yes,Medium,4,0,Desert,55,13,Yes,compromised
ID4609,Drone,77,-10,73,286,Yes,Low,0,4,Desert,122,160,No,compromised
ID3367,Body Armor Sensor,39,-6,40,329,Yes,Medium,19,5,Urban,146,71,Yes,normal
ID3211,Surveillance Camera,40,40,33,347,Yes,Medium,70,5,Arctic,113,142,No,compromised
ID4987,Surveillance Camera,27,7,55,487,No,High,45,1,Desert,33,130,Yes,compromised
ID1866,Unmanned Ground Vehicle,47,56,47,359,No,High,40,2,Forest,63,20,Yes,compromised
ID3744,Drone,78,41,92,170,Yes,Medium,3,4,Forest,84,81,Yes,normal
ID6494,Body Armor Sensor,36,27,62,345,Yes,High,14,2,Arctic,90,21,Yes,normal
ID3516,Surveillance Camera,66,11,56,447,Yes,Low,12,0,Forest,60,82,Yes,normal
ID9107,Body Armor Sensor,85,-10,60,271,Yes,High,75,5,Arctic,131,113,No,compromised
ID6223,Drone,61,37,80,144,Yes,Medium,25,4,Forest,114,13,Yes,normal
ID8348,Radar System,53,4,79,438,No,High,84,1,Urban,167,25,Yes,compromised
ID9192,Unmanned Ground Vehicle,29,23,47,186,Yes,Medium,24,2,Arctic,148,86,Yes,normal
ID8472,Unmanned Ground Vehicle,60,24,95,447,No,High,15,5,Urban,52,120,No,compromised
ID8687,Radar System,20,40,100,105,No,Low,30,4,Urban,90,8,Yes,compromised
ID4324,Surveillance Camera,60,45,47,237,No,Low,18,3,Urban,173,129,No,compromised
ID1894,Drone,86,4,35,126,Yes,High,22,4,Arctic,157,9,Yes,normal
ID7679,Weapon System,47,59,34,351,No,Medium,100,3,Desert,97,49,No,compromised
ID5779,Weapon System,54,0,96,191,Yes,High,10,1,Forest,154,76,Yes,normal
ID9130,Radar System,61,42,58,120,Yes,High,30,3,Urban,52,44,Yes,normal
ID1592,Weapon System,68,21,66,444,Yes,Medium,14,3,Forest,30,55,Yes,normal
ID6043,Communication Equipment,74,19,23,172,No,Low,45,5,Desert,75,126,Yes,compromised
ID1489,Radar System,70,6,77,299,Yes,Low,19,2,Desert,34,100,Yes,normal
ID6349,Communication Equipment,42,1,32,212,No,Low,88,1,Urban,117,197,Yes,compromised
ID4983,Weapon System,91,45,44,443,No,High,32,4,Forest,63,86,Yes,compromised
ID6761,Communication Equipment,35,-8,56,227,Yes,Low,25,0,Arctic,127,37,Yes,normal
ID2425,Surveillance Camera,64,55,86,312,No,Medium,23,5,Urban,87,20,No,compromised
ID4983,Communication Equipment,22,21,31,330,Yes,Medium,44,2,Forest,134,42,Yes,normal
ID2622,Weapon System,39,33,54,260,Yes,High,15,5,Urban,87,46,Yes,normal
ID1110,Weapon System,51,45,59,348,Yes,Medium,30,5,Urban,95,100,Yes,normal
ID4733,Communication Equipment,58,47,57,392,Yes,Low,11,5,Urban,65,44,Yes,normal
ID7754,Surveillance Camera,77,5,78,335,Yes,Medium,26,5,Urban,112,69,Yes,normal
ID1946,Unmanned Ground Vehicle,77,38,95,179,Yes,Medium,7,4,Urban,136,75,Yes,normal
ID6019,Surveillance Camera,42,3,68,434,Yes,Medium,44,5,Desert,165,68,Yes,normal
ID6005,Body Armor Sensor,73,5,42,450,No,Medium,57,0,Arctic,103,62,No,compromised
ID8250,Communication Equipment,72,23,67,430,No,Medium,25,0,Urban,70,4,Yes,compromised
ID9049,Surveillance Camera,59,25,59,193,Yes,Medium,26,5,Arctic,179,97,Yes,normal
ID1455,Body Armor Sensor,55,0,70,185,Yes,Low,11,2,Urban,179,74,Yes,normal
ID2199,Weapon System,85,32,77,217,Yes,Low,19,2,Desert,163,48,Yes,normal
ID3612,Surveillance Camera,29,17,36,329,Yes,High,24,3,Forest,124,28,Yes,normal
ID8997,Drone,57,48,66,126,Yes,High,21,1,Arctic,83,12,Yes,normal
ID8885,Unmanned Ground Vehicle,92,31,55,468,Yes,High,47,5,Forest,149,63,Yes,normal
ID7046,Communication Equipment,11,38,66,288,Yes,Medium,88,1,Desert,165,132,Yes,compromised
ID2665,Communication Equipment,62,57,48,265,No,Low,20,5,Arctic,135,149,No,compromised
ID5477,Radar System,23,27,51,294,Yes,High,36,4,Forest,133,66,Yes,normal
ID8774,Communication Equipment,22,31,97,311,Yes,Medium,10,0,Arctic,174,192,Yes,compromised
ID9548,Weapon System,21,19,78,500,Yes,High,42,4,Arctic,61,92,Yes,normal
ID9238,Weapon System,22,16,30,212,Yes,Medium,48,2,Urban,170,53,Yes,normal
ID8138,Body Armor Sensor,84,36,99,301,Yes,Low,18,2,Desert,85,27,Yes,normal
ID6205,Drone,95,13,41,364,Yes,Low,10,2,Arctic,140,30,Yes,normal
ID9115,Body Armor Sensor,39,8,37,177,No,Low,57,3,Urban,70,64,Yes,compromised
ID1513,Surveillance Camera,79,14,70,415,Yes,Medium,0,0,Arctic,125,85,Yes,normal
ID5999,Weapon System,65,24,64,176,No,Low,3,0,Urban,72,97,No,compromised
ID6054,Radar System,54,11,75,148,Yes,Low,11,3,Forest,49,70,Yes,normal
ID2647,Radar System,39,14,77,411,No,Low,27,0,Arctic,100,113,Yes,compromised
ID6324,Unmanned Ground Vehicle,94,32,39,110,Yes,Medium,11,1,Desert,66,55,Yes,normal
ID2761,Body Armor Sensor,15,40,97,346,No,High,7,5,Arctic,46,160,No,compromised
ID2180,Unmanned Ground Vehicle,33,-3,40,110,Yes,Medium,10,3,Forest,67,19,Yes,normal
ID6228,Drone,43,-7,43,370,Yes,Medium,37,3,Forest,137,92,Yes,normal
ID9459,Unmanned Ground Vehicle,75,-9,89,391,Yes,Medium,20,1,Forest,88,43,Yes,normal
ID9606,Unmanned Ground Vehicle,64,-9,90,349,No,Low,31,2,Arctic,75,116,No,compromised
ID8475,Radar System,15,10,82,428,No,Medium,23,3,Urban,91,48,No,compromised
ID3361,Unmanned Ground Vehicle,32,1,58,147,Yes,High,40,5,Arctic,71,28,Yes,normal
ID9449,Body Armor Sensor,22,-8,79,108,No,High,61,1,Forest,72,154,No,compromised
ID5560,Drone,95,38,57,343,Yes,High,59,0,Forest,154,93,No,compromised
ID5450,Communication Equipment,25,34,23,208,Yes,Medium,13,4,Desert,165,102,Yes,compromised
ID8857,Unmanned Ground Vehicle,62,21,59,365,Yes,High,30,0,Urban,43,38,Yes,normal
ID2588,Communication Equipment,62,26,75,245,Yes,Low,0,4,Desert,166,36,Yes,normal
ID3414,Drone,39,1,60,281,Yes,Low,8,5,Desert,152,22,Yes,normal
ID7843,Unmanned Ground Vehicle,22,21,82,187,Yes,Medium,0,4,Forest,64,31,Yes,normal
ID5160,Unmanned Ground Vehicle,23,4,96,267,No,Medium,69,3,Urban,89,21,Yes,compromised
ID2974,Unmanned Ground Vehicle,46,-4,58,416,Yes,Low,12,5,Desert,153,98,Yes,normal
ID6053,Radar System,86,52,73,455,Yes,High,23,3,Urban,95,21,No,compromised
ID5716,Drone,36,-9,99,250,Yes,Low,32,0,Arctic,129,84,Yes,normal
ID9704,Drone,47,24,61,356,No,High,89,5,Urban,141,14,Yes,compromised
ID5746,Drone,96,-3,33,105,Yes,Low,30,4,Arctic,172,26,Yes,normal
ID4984,Unmanned Ground Vehicle,91,40,66,314,Yes,Low,29,5,Forest,99,74,Yes,normal
ID9629,Drone,51,16,51,210,Yes,High,60,2,Arctic,175,52,No,compromised
ID7439,Radar System,29,37,60,249,Yes,Low,73,2,Forest,44,166,Yes,compromised
ID8928,Radar System,46,11,68,114,Yes,Low,5,4,Arctic,102,97,Yes,normal
ID9292,Unmanned Ground Vehicle,99,28,99,262,Yes,Low,48,3,Urban,33,77,Yes,normal
ID3778,Radar System,37,27,53,155,Yes,Medium,45,1,Urban,166,195,No,compromised
ID7483,Drone,23,13,83,289,No,Medium,91,1,Arctic,170,79,Yes,compromised
ID4219,Communication Equipment,81,15,53,487,Yes,Medium,26,1,Urban,101,76,Yes,normal
ID3835,Radar System,83,46,64,163,Yes,Low,33,4,Urban,41,49,Yes,normal
ID1969,Unmanned Ground Vehicle,62,60,32,344,Yes,High,35,0,Urban,68,110,Yes,compromised
ID3950,Unmanned Ground Vehicle,36,23,24,474,Yes,High,91,0,Forest,52,157,Yes,compromised
ID7360,Surveillance Camera,70,17,90,479,Yes,High,4,4,Urban,87,77,Yes,normal
ID2489,Radar System,27,23,57,241,No,Low,2,0,Desert,73,58,Yes,compromised
