Device ID,Device Name,Battery Status (%),Device Temperature (°C),Event Logs,Connectivity Status,Alert Response Time (ms),Firmware Vulnerabilities,Calibration Status,Maintenance Status,Patient Criticality,Label,Attack Type,Protocol
ID7835,ECG Machine,63,48.6,38,Disconnected,58,8,No,Yes,Low,Compromised,MITM,TCP
ID9392,Patient Monitor,80,33.8,133,Good,53,10,No,No,Medium,Compromised,DDoS,Wi-Fi
ID1719,ECG Machine,60,42.9,123,Good,31,3,No,Yes,Medium,Normal,None,None
ID3094,Heart Rate Monitor,31,32.7,137,Poor,21,8,Yes,No,Low,Normal,None,None
ID4337,Patient Monitor,59,43.7,159,Good,13,7,Yes,No,Medium,Normal,None,None
ID6054,Heart Rate Monitor,9,34.9,156,Good,19,5,No,No,Medium,Normal,None,None
ID6663,Patient Monitor,73,32.3,196,Poor,39,4,Yes,Yes,High,Normal,None,None
ID1197,Infusion Pump,77,44.4,90,Poor,11,1,No,Yes,Low,Normal,None,None
ID8504,ECG Machine,32,34.5,185,Disconnected,39,10,No,Yes,High,Compromised,MITM,Wi-Fi
ID9727,ECG Machine,2,37.3,141,Disconnected,22,2,No,Yes,Medium,Compromised,Spoofing,Bluetooth
ID1165,Patient Monitor,51,34.7,155,Disconnected,57,1,Yes,Yes,Medium,Compromised,MITM,Bluetooth
ID2936,Ventilator,49,30.1,164,Disconnected,25,5,Yes,No,Low,Normal,None,None
ID1599,ECG Machine,85,44.2,189,Poor,49,2,No,No,Medium,Compromised,DDoS,UDP
ID7345,Ventilator,1,47.4,114,Good,51,1,No,Yes,High,Normal,None,None
ID9666,Glucose Monitor,19,32.9,172,Good,35,2,No,No,Medium,Normal,None,None
ID5556,Glucose Monitor,17,32.1,92,Good,7,5,Yes,No,Low,Normal,None,None
ID8528,ECG Machine,28,34.1,191,Good,35,2,Yes,No,High,Compromised,MITM,Bluetooth
ID6272,Ventilator,33,45.5,29,Disconnected,52,4,No,Yes,High,Compromised,MITM,Bluetooth
ID8219,Patient Monitor,33,35.0,59,Poor,46,8,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID8798,Glucose Monitor,21,39.1,71,Disconnected,49,4,No,Yes,High,Compromised,MITM,Bluetooth
ID7833,Ventilator,42,34.1,136,Good,33,7,Yes,Yes,Low,Normal,None,None
ID3970,Glucose Monitor,86,34.9,200,Poor,30,9,Yes,Yes,Low,Normal,None,None
ID8193,Patient Monitor,57,32.0,37,Good,35,10,Yes,Yes,High,Normal,None,None
ID3729,Glucose Monitor,75,36.0,101,Good,18,5,No,Yes,Low,Normal,None,None
ID4453,Glucose Monitor,13,35.9,117,Disconnected,19,0,Yes,No,Medium,Compromised,DDoS,Wi-Fi
ID1509,Heart Rate Monitor,23,44.9,94,Good,29,1,No,No,Low,Normal,None,None
ID1459,Glucose Monitor,60,45.3,182,Good,33,3,No,Yes,Low,Normal,None,None
ID4538,Glucose Monitor,9,48.8,118,Disconnected,12,0,Yes,No,High,Compromised,MITM,TCP
ID8748,Ventilator,48,30.5,147,Poor,38,4,Yes,Yes,Medium,Normal,None,None
ID3428,Glucose Monitor,3,46.5,116,Poor,51,7,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID5787,Patient Monitor,78,47.1,158,Poor,30,2,Yes,No,Medium,Compromised,MITM,Wi-Fi
ID4254,Patient Monitor,84,41.6,65,Disconnected,35,0,Yes,No,High,Normal,None,None
ID1130,Heart Rate Monitor,95,42.9,176,Poor,32,10,No,Yes,High,Compromised,DDoS,Wi-Fi
ID1881,ECG Machine,76,32.9,74,Good,22,3,No,Yes,Medium,Normal,None,None
ID5062,Patient Monitor,46,48.4,159,Good,60,0,No,No,Medium,Normal,None,None
ID4957,Ventilator,86,34.3,164,Disconnected,54,4,No,Yes,High,Compromised,DDoS,Bluetooth
ID5284,Infusion Pump,13,39.9,120,Good,42,4,Yes,Yes,High,Normal,None,None
ID6894,ECG Machine,15,39.7,51,Good,55,3,No,No,High,Normal,None,None
ID8198,Heart Rate Monitor,60,45.2,3,Disconnected,59,4,No,No,High,Compromised,Spoofing,Bluetooth
ID4619,ECG Machine,4,31.3,36,Good,52,7,No,No,Low,Compromised,DDoS,TCP
ID1053,Infusion Pump,85,37.7,193,Good,47,2,No,No,High,Compromised,DDoS,Wi-Fi
ID9114,Glucose Monitor,8,45.8,128,Disconnected,22,10,Yes,Yes,Medium,Compromised,DDoS,Wi-Fi
ID5829,Heart Rate Monitor,29,47.4,131,Good,10,1,No,Yes,Low,Normal,None,None
ID7724,Heart Rate Monitor,42,30.8,13,Good,24,1,No,Yes,High,Normal,None,None
ID6980,Heart Rate Monitor,80,30.8,187,Poor,56,6,Yes,No,Medium,Compromised,MITM,TCP
ID8884,Glucose Monitor,32,47.4,123,Good,34,8,No,Yes,Low,Compromised,MITM,Wi-Fi
ID7504,ECG Machine,72,47.5,46,Poor,57,4,Yes,No,Low,Compromised,DDoS,UDP
ID8127,Patient Monitor,44,49.5,72,Good,12,1,No,Yes,Low,Normal,None,None
ID6511,ECG Machine,86,34.2,71,Good,27,4,Yes,No,High,Normal,None,None
ID6156,ECG Machine,83,37.3,3,Good,8,1,No,Yes,Medium,Normal,None,None
ID2477,Glucose Monitor,60,49.8,46,Good,56,7,Yes,Yes,High,Compromised,MITM,TCP
ID5209,Infusion Pump,91,46.0,27,Poor,11,5,Yes,No,Low,Compromised,MITM,Wi-Fi
ID4283,Glucose Monitor,48,31.2,94,Poor,6,9,No,No,High,Normal,None,None
ID6723,ECG Machine,54,40.7,42,Disconnected,7,7,No,Yes,Low,Normal,None,None
ID9425,Heart Rate Monitor,93,48.0,165,Good,32,6,Yes,No,High,Compromised,Spoofing,Bluetooth
ID9916,Ventilator,23,46.7,146,Poor,16,5,Yes,No,Medium,Compromised,Spoofing,TCP
ID4777,Heart Rate Monitor,14,49.1,37,Poor,37,1,Yes,No,High,Compromised,DDoS,UDP
ID5903,Patient Monitor,97,45.0,101,Disconnected,27,0,No,No,High,Normal,None,None
ID7996,Glucose Monitor,70,35.6,80,Poor,11,4,Yes,No,High,Normal,None,None
ID5969,Glucose Monitor,57,36.6,118,Good,18,9,Yes,No,Medium,Normal,None,None
ID8379,Glucose Monitor,97,30.3,107,Good,52,3,No,No,Medium,Normal,None,None
ID1120,Glucose Monitor,21,48.6,163,Good,5,2,No,No,Medium,Normal,None,None
ID5448,Infusion Pump,71,40.3,161,Good,42,3,No,Yes,Low,Normal,None,None
ID6684,Infusion Pump,51,49.7,101,Disconnected,33,7,No,No,High,Compromised,DDoS,Wi-Fi
ID8980,Glucose Monitor,78,45.6,100,Disconnected,6,3,No,No,Medium,Compromised,Spoofing,Bluetooth
ID2998,Patient Monitor,68,47.6,117,Disconnected,35,8,No,Yes,Low,Compromised,Spoofing,TCP
ID4005,Patient Monitor,32,46.1,111,Disconnected,11,8,No,No,Low,Compromised,MITM,UDP
ID1938,Glucose Monitor,50,31.5,74,Good,9,7,Yes,Yes,Low,Normal,None,None
ID9062,Heart Rate Monitor,53,47.0,2,Good,21,1,No,Yes,Low,Normal,None,None
ID9016,Heart Rate Monitor,38,45.7,77,Disconnected,10,5,Yes,Yes,High,Compromised,MITM,UDP
ID7835,Ventilator,20,30.5,45,Good,36,1,Yes,No,Low,Normal,None,None
ID5858,Infusion Pump,3,34.9,35,Disconnected,60,2,No,No,High,Compromised,DDoS,Wi-Fi
ID3122,Infusion Pump,60,38.7,36,Disconnected,46,1,Yes,No,Low,Compromised,DDoS,Bluetooth
ID4750,Glucose Monitor,99,39.3,171,Good,33,6,No,Yes,Low,Normal,None,None
ID6040,ECG Machine,51,41.5,160,Good,20,2,Yes,No,Medium,Normal,None,None
ID3825,Patient Monitor,48,33.0,71,Disconnected,10,0,No,No,Medium,Normal,None,None
ID1293,Glucose Monitor,7,46.6,179,Good,51,2,No,Yes,Medium,Normal,None,None
ID6475,ECG Machine,87,47.5,144,Poor,56,5,No,No,Medium,Compromised,Spoofing,TCP
ID8329,Infusion Pump,79,31.5,121,Good,14,2,No,Yes,Medium,Normal,None,None
ID7883,Patient Monitor,83,35.3,176,Disconnected,35,7,No,No,Medium,Normal,None,None
ID1841,Patient Monitor,45,46.1,116,Disconnected,53,6,No,No,Medium,Compromised,Spoofing,Bluetooth
ID3948,ECG Machine,73,47.6,91,Good,8,0,Yes,No,Low,Normal,None,None
ID6102,Infusion Pump,12,32.7,69,Good,45,9,Yes,Yes,Low,Compromised,MITM,UDP
ID2094,ECG Machine,33,34.0,46,Good,53,2,Yes,Yes,High,Normal,None,None
ID8878,Glucose Monitor,56,49.8,172,Disconnected,16,6,No,Yes,Medium,Compromised,DDoS,Bluetooth
ID1882,Ventilator,6,48.6,51,Disconnected,21,2,No,Yes,Low,Compromised,Spoofing,UDP
ID2894,Infusion Pump,20,43.0,73,Disconnected,6,9,No,No,High,Normal,None,None
ID9415,Heart Rate Monitor,73,48.2,35,Good,5,10,No,Yes,Low,Compromised,Spoofing,Bluetooth
ID4327,Heart Rate Monitor,12,33.9,13,Good,13,5,No,Yes,Medium,Normal,None,None
ID6209,Glucose Monitor,99,43.8,168,Disconnected,23,4,Yes,No,High,Compromised,MITM,Wi-Fi
ID6250,Infusion Pump,30,30.4,175,Poor,42,3,No,Yes,High,Compromised,MITM,Wi-Fi
ID1865,Ventilator,45,34.4,134,Good,8,4,No,No,High,Normal,None,None
ID5651,Patient Monitor,86,31.2,76,Good,16,2,Yes,Yes,Medium,Normal,None,None
ID6057,Heart Rate Monitor,57,46.3,126,Disconnected,30,5,Yes,No,High,Compromised,MITM,UDP
ID9882,Heart Rate Monitor,79,41.7,13,Poor,37,0,No,Yes,High,Normal,None,None
ID7941,ECG Machine,33,36.2,137,Poor,44,3,Yes,Yes,Low,Compromised,DDoS,UDP
ID3115,Ventilator,25,39.1,71,Good,34,5,Yes,Yes,Medium,Normal,None,None
ID2197,ECG Machine,80,32.3,115,Good,34,1,No,No,Low,Normal,None,None
ID9586,Glucose Monitor,53,49.0,103,Good,57,5,Yes,Yes,Medium,Normal,None,None
ID2155,Ventilator,85,32.5,32,Disconnected,31,8,Yes,No,Low,Normal,None,None
ID3340,Patient Monitor,1,49.3,21,Disconnected,32,2,Yes,Yes,Low,Compromised,Spoofing,Wi-Fi
ID1968,Glucose Monitor,66,48.8,86,Good,31,2,No,No,Medium,Normal,None,None
ID1034,Heart Rate Monitor,35,45.0,105,Poor,59,0,Yes,No,Low,Compromised,Spoofing,Bluetooth
ID9819,Ventilator,74,31.7,53,Good,60,0,Yes,Yes,High,Normal,None,None
ID5697,ECG Machine,36,32.8,132,Good,59,10,Yes,Yes,Low,Compromised,MITM,TCP
ID9251,ECG Machine,56,34.9,155,Poor,12,10,No,No,Medium,Normal,None,None
ID9941,Ventilator,13,31.8,71,Good,7,6,Yes,Yes,Medium,Compromised,DDoS,UDP
ID5026,Glucose Monitor,20,46.3,51,Good,18,3,Yes,Yes,Medium,Normal,None,None
ID8816,Infusion Pump,82,38.3,148,Good,41,1,Yes,Yes,Low,Normal,None,None
ID5182,Infusion Pump,54,41.8,20,Good,23,3,Yes,No,High,Normal,None,None
ID1635,Ventilator,79,40.4,19,Poor,44,7,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID5836,Ventilator,44,44.4,48,Disconnected,39,5,No,No,Low,Normal,None,None
ID8052,Ventilator,57,32.5,131,Disconnected,38,4,Yes,No,High,Normal,None,None
ID4038,Ventilator,73,37.2,191,Disconnected,21,0,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID9586,Glucose Monitor,39,34.2,43,Poor,28,6,Yes,No,Low,Normal,None,None
ID9111,Glucose Monitor,27,35.7,103,Disconnected,22,5,No,No,Medium,Normal,None,None
ID4066,ECG Machine,44,48.1,93,Disconnected,27,6,Yes,No,High,Compromised,Spoofing,TCP
ID5050,Glucose Monitor,91,35.7,122,Good,13,7,No,No,Medium,Normal,None,None
ID8773,ECG Machine,42,47.6,161,Disconnected,39,1,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID1127,Infusion Pump,9,39.5,19,Disconnected,45,8,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID3962,Glucose Monitor,28,38.0,89,Disconnected,32,4,Yes,Yes,High,Normal,None,None
ID3107,Ventilator,7,46.0,156,Good,36,7,No,Yes,Low,Compromised,Spoofing,Wi-Fi
ID2605,Ventilator,71,47.5,87,Poor,23,6,Yes,Yes,Medium,Compromised,MITM,UDP
ID4669,ECG Machine,33,47.8,3,Good,29,5,Yes,No,Low,Normal,None,None
ID3781,ECG Machine,32,43.3,175,Disconnected,55,7,Yes,No,High,Compromised,DDoS,UDP
ID9888,Patient Monitor,96,42.4,200,Disconnected,42,0,No,Yes,High,Compromised,MITM,Bluetooth
ID3866,Patient Monitor,3,38.4,113,Poor,16,7,Yes,No,Medium,Compromised,Spoofing,Bluetooth
ID4258,Infusion Pump,18,39.1,101,Poor,54,5,No,No,Low,Compromised,Spoofing,TCP
ID1898,Patient Monitor,42,50.0,17,Good,57,5,Yes,Yes,High,Normal,None,None
ID6106,Infusion Pump,7,49.2,133,Disconnected,24,10,No,No,High,Compromised,Spoofing,TCP
ID4110,Patient Monitor,73,39.0,181,Disconnected,6,4,Yes,No,Low,Normal,None,None
ID7470,Infusion Pump,30,36.6,62,Poor,39,7,No,Yes,Low,Normal,None,None
ID1782,Patient Monitor,4,39.4,26,Disconnected,27,6,No,No,Medium,Compromised,MITM,TCP
ID5867,ECG Machine,22,48.7,128,Disconnected,37,0,No,No,Low,Compromised,DDoS,TCP
ID8603,Heart Rate Monitor,9,32.0,36,Disconnected,33,2,Yes,No,Medium,Compromised,MITM,Bluetooth
ID3989,ECG Machine,23,44.9,13,Good,31,8,No,Yes,Low,Normal,None,None
ID1462,Heart Rate Monitor,60,48.1,42,Poor,37,0,Yes,No,High,Compromised,MITM,TCP
ID1751,Patient Monitor,37,41.5,3,Disconnected,50,9,Yes,No,Low,Compromised,MITM,UDP
ID2537,Heart Rate Monitor,21,45.5,49,Good,37,1,Yes,Yes,Medium,Normal,None,None
ID8069,Infusion Pump,44,46.6,89,Disconnected,48,3,No,No,Low,Compromised,MITM,UDP
ID5525,ECG Machine,91,39.9,125,Poor,24,5,Yes,No,High,Normal,None,None
ID5644,Heart Rate Monitor,93,37.4,195,Disconnected,30,4,No,Yes,Low,Normal,None,None
ID7179,Ventilator,61,42.6,66,Disconnected,37,8,Yes,No,Low,Normal,None,None
ID1058,Heart Rate Monitor,28,36.7,87,Good,17,8,Yes,Yes,Low,Normal,None,None
ID7690,ECG Machine,29,49.2,143,Poor,37,1,Yes,Yes,High,Compromised,DDoS,Bluetooth
ID8933,Patient Monitor,28,30.4,160,Poor,7,8,Yes,Yes,Low,Normal,None,None
ID9192,Infusion Pump,44,44.3,11,Good,6,0,No,Yes,High,Normal,None,None
ID8532,Glucose Monitor,95,47.1,148,Good,43,6,No,No,Medium,Compromised,MITM,TCP
ID7117,Glucose Monitor,32,47.2,163,Good,11,4,No,Yes,Low,Normal,None,None
ID3787,ECG Machine,74,35.3,166,Good,16,3,No,Yes,Medium,Normal,None,None
ID8545,Heart Rate Monitor,75,32.8,94,Poor,42,1,Yes,No,Low,Compromised,DDoS,UDP
ID9925,ECG Machine,91,45.7,174,Good,36,5,Yes,Yes,High,Normal,None,None
ID7225,ECG Machine,0,43.2,184,Disconnected,37,4,No,No,Medium,Compromised,Spoofing,TCP
ID2626,Glucose Monitor,67,44.3,160,Poor,59,1,No,Yes,Medium,Compromised,Spoofing,TCP
ID6948,Glucose Monitor,51,32.1,118,Poor,37,2,Yes,No,Medium,Normal,None,None
ID3702,Patient Monitor,90,43.5,101,Disconnected,44,10,No,Yes,Low,Compromised,MITM,TCP
ID2695,Patient Monitor,85,44.4,120,Poor,60,7,No,Yes,Medium,Compromised,Spoofing,TCP
ID6195,Infusion Pump,0,36.5,72,Good,27,9,Yes,No,High,Compromised,Spoofing,Wi-Fi
ID3273,Patient Monitor,17,37.9,43,Good,28,9,No,Yes,Medium,Compromised,DDoS,Wi-Fi
ID5659,Heart Rate Monitor,61,48.8,98,Disconnected,44,0,Yes,No,Medium,Compromised,MITM,Wi-Fi
ID7894,Heart Rate Monitor,70,35.3,78,Good,11,6,Yes,Yes,Low,Normal,None,None
ID3248,Patient Monitor,15,41.4,194,Poor,16,5,No,Yes,Medium,Compromised,MITM,Bluetooth
ID5781,ECG Machine,29,43.5,101,Disconnected,24,0,No,Yes,Medium,Normal,None,None
ID6358,Ventilator,83,32.0,112,Good,25,5,No,Yes,Medium,Normal,None,None
ID9029,Glucose Monitor,15,46.8,87,Disconnected,56,7,Yes,No,Low,Compromised,Spoofing,UDP
ID4232,Ventilator,62,39.9,92,Disconnected,6,2,Yes,Yes,High,Normal,None,None
ID6647,ECG Machine,80,31.0,14,Poor,6,10,Yes,No,Low,Normal,None,None
ID2994,Patient Monitor,67,30.2,184,Disconnected,19,0,Yes,Yes,Low,Normal,None,None
ID7991,Patient Monitor,30,40.5,86,Good,42,1,No,Yes,High,Normal,None,None
ID2755,Patient Monitor,83,37.3,86,Good,35,2,No,No,Medium,Normal,None,None
ID8589,Heart Rate Monitor,59,47.0,92,Poor,16,0,No,No,High,Compromised,Spoofing,UDP
ID3575,ECG Machine,72,30.3,154,Good,31,0,Yes,Yes,Low,Normal,None,None
ID4542,ECG Machine,7,37.5,161,Poor,35,8,No,Yes,Medium,Compromised,MITM,UDP
ID7729,Glucose Monitor,43,44.7,0,Poor,57,1,No,Yes,Medium,Compromised,DDoS,UDP
ID4427,Ventilator,26,38.5,123,Poor,54,0,No,Yes,Low,Compromised,Spoofing,UDP
ID4821,Glucose Monitor,18,44.8,185,Good,60,7,Yes,Yes,High,Compromised,DDoS,Wi-Fi
ID1844,Patient Monitor,75,48.1,125,Poor,17,3,No,No,Medium,Compromised,DDoS,UDP
ID5929,Ventilator,57,48.2,119,Good,25,2,No,No,Low,Normal,None,None
ID5218,Heart Rate Monitor,6,30.1,167,Disconnected,29,0,No,Yes,Low,Compromised,MITM,Wi-Fi
ID6584,Heart Rate Monitor,92,36.0,157,Good,52,9,Yes,Yes,Low,Compromised,DDoS,UDP
ID8882,Heart Rate Monitor,84,50.0,162,Poor,23,10,No,Yes,High,Compromised,DDoS,TCP
ID4268,Infusion Pump,54,41.4,198,Good,38,2,Yes,No,Medium,Normal,None,None
ID9858,ECG Machine,35,41.8,108,Poor,31,7,Yes,No,Medium,Normal,None,None
ID4011,Infusion Pump,12,30.8,185,Good,59,2,Yes,No,Medium,Normal,None,None
ID7975,Patient Monitor,46,41.2,5,Good,9,3,No,Yes,Medium,Normal,None,None
ID6935,Heart Rate Monitor,31,38.6,50,Good,13,9,No,No,Medium,Normal,None,None
ID8164,Heart Rate Monitor,54,46.2,19,Good,50,6,No,Yes,High,Compromised,DDoS,Bluetooth
ID8168,ECG Machine,38,34.7,191,Good,54,9,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID4704,Ventilator,47,37.9,141,Good,6,4,Yes,No,High,Normal,None,None
ID6639,Patient Monitor,69,41.3,102,Good,15,4,No,Yes,High,Normal,None,None
ID8615,ECG Machine,66,31.2,18,Good,59,4,No,Yes,Medium,Normal,None,None
ID6456,Glucose Monitor,78,37.3,150,Good,21,10,Yes,Yes,High,Normal,None,None
ID4964,Heart Rate Monitor,32,32.7,42,Good,25,6,No,Yes,High,Normal,None,None
ID4368,Glucose Monitor,81,36.3,190,Good,30,0,No,No,Medium,Normal,None,None
ID2255,Patient Monitor,11,41.1,37,Good,52,0,No,Yes,Medium,Normal,None,None
ID7276,Infusion Pump,96,44.9,184,Disconnected,18,6,No,Yes,Medium,Normal,None,None
ID9110,Heart Rate Monitor,52,39.2,111,Disconnected,25,5,Yes,Yes,Low,Normal,None,None
ID6071,ECG Machine,38,31.0,92,Poor,50,0,No,Yes,High,Compromised,MITM,Bluetooth
ID9252,ECG Machine,4,49.1,160,Good,41,1,Yes,No,High,Compromised,DDoS,Bluetooth
ID1116,Infusion Pump,93,47.1,168,Good,52,7,Yes,No,Low,Compromised,DDoS,TCP
ID3367,Infusion Pump,91,31.4,118,Good,29,0,Yes,Yes,High,Normal,None,None
ID5628,Ventilator,32,38.8,172,Good,17,5,Yes,No,Low,Normal,None,None
ID3869,ECG Machine,65,34.0,162,Good,59,8,No,No,Low,Compromised,DDoS,UDP
ID4377,Glucose Monitor,38,44.8,179,Good,33,10,No,Yes,Medium,Normal,None,None
ID9685,Glucose Monitor,11,31.6,168,Poor,14,5,Yes,Yes,High,Compromised,DDoS,Wi-Fi
ID9154,Heart Rate Monitor,23,45.0,179,Good,32,2,No,Yes,Low,Normal,None,None
ID8785,Heart Rate Monitor,32,42.9,69,Disconnected,9,1,Yes,Yes,Medium,Normal,None,None
ID6284,Patient Monitor,43,30.8,92,Good,48,7,No,Yes,Medium,Compromised,MITM,UDP
ID4453,ECG Machine,48,44.0,41,Disconnected,16,2,Yes,Yes,High,Normal,None,None
ID5493,Infusion Pump,0,45.1,150,Good,57,1,No,Yes,Low,Normal,None,None
ID9156,Infusion Pump,46,37.5,42,Good,42,6,Yes,Yes,Low,Compromised,MITM,Bluetooth
ID6932,ECG Machine,43,42.7,192,Good,42,8,Yes,No,High,Compromised,DDoS,Bluetooth
ID8797,ECG Machine,24,34.5,98,Disconnected,58,0,Yes,Yes,Medium,Compromised,MITM,UDP
ID9377,Infusion Pump,71,41.1,152,Disconnected,22,5,No,Yes,Low,Normal,None,None
ID2131,Patient Monitor,41,40.7,57,Good,16,7,No,No,Medium,Normal,None,None
ID5766,Ventilator,22,49.6,181,Good,15,0,No,No,Low,Normal,None,None
ID3162,Glucose Monitor,20,49.8,172,Disconnected,45,8,Yes,No,Low,Compromised,MITM,Bluetooth
ID2717,Infusion Pump,1,34.2,123,Good,17,9,Yes,No,High,Compromised,Spoofing,UDP
ID2653,Infusion Pump,18,37.7,31,Poor,60,6,Yes,No,High,Compromised,MITM,TCP
ID5654,Infusion Pump,18,30.9,40,Poor,14,1,Yes,No,High,Compromised,DDoS,Wi-Fi
ID7600,Heart Rate Monitor,96,41.2,130,Disconnected,18,9,Yes,No,Low,Normal,None,None
ID8401,Heart Rate Monitor,22,37.3,63,Good,6,0,No,No,Medium,Normal,None,None
ID7250,Glucose Monitor,83,47.9,34,Poor,19,8,No,No,Medium,Compromised,DDoS,UDP
ID2302,Heart Rate Monitor,58,48.8,126,Poor,53,1,No,Yes,High,Compromised,Spoofing,UDP
ID4659,Ventilator,99,31.0,110,Good,41,7,No,Yes,High,Compromised,DDoS,UDP
ID5313,Patient Monitor,8,37.3,164,Disconnected,56,4,No,No,Low,Compromised,DDoS,Bluetooth
ID7646,Patient Monitor,69,30.1,140,Good,7,4,Yes,No,Low,Normal,None,None
ID7308,ECG Machine,93,35.4,71,Disconnected,41,3,No,No,Low,Compromised,DDoS,Wi-Fi
ID3751,ECG Machine,40,48.2,15,Poor,5,9,No,Yes,High,Compromised,DDoS,Wi-Fi
ID6641,Patient Monitor,3,44.3,170,Disconnected,22,10,Yes,Yes,Low,Compromised,DDoS,UDP
ID9706,Infusion Pump,14,48.8,93,Poor,48,4,No,No,Medium,Compromised,DDoS,TCP
ID9823,Glucose Monitor,19,38.6,3,Disconnected,51,5,No,No,Low,Compromised,MITM,TCP
ID6380,Ventilator,44,31.8,74,Disconnected,29,5,No,Yes,Medium,Normal,None,None
ID4930,Heart Rate Monitor,100,33.3,163,Good,9,5,No,No,High,Compromised,DDoS,Wi-Fi
ID1324,Glucose Monitor,53,36.3,48,Good,32,1,Yes,Yes,High,Normal,None,None
ID4923,Heart Rate Monitor,99,42.0,131,Good,32,1,Yes,Yes,Medium,Normal,None,None
ID8336,Glucose Monitor,67,48.0,42,Poor,20,6,Yes,No,Medium,Compromised,MITM,Bluetooth
ID4252,Ventilator,13,31.3,24,Good,55,5,Yes,No,High,Normal,None,None
ID9563,Ventilator,99,45.6,182,Poor,34,2,Yes,Yes,Medium,Compromised,Spoofing,TCP
ID2004,ECG Machine,74,45.9,143,Good,30,2,No,No,Low,Normal,None,None
ID1722,Patient Monitor,33,36.8,89,Disconnected,30,6,Yes,Yes,Low,Normal,None,None
ID6180,Infusion Pump,60,30.3,189,Disconnected,22,8,No,Yes,Low,Normal,None,None
ID9781,Infusion Pump,41,36.8,91,Disconnected,20,8,Yes,Yes,Medium,Normal,None,None
ID3616,Infusion Pump,8,40.7,127,Good,19,6,No,Yes,Medium,Compromised,DDoS,UDP
ID8151,Patient Monitor,12,41.4,143,Poor,41,0,Yes,No,Low,Compromised,MITM,TCP
ID3689,Ventilator,2,35.7,84,Good,53,9,No,Yes,High,Compromised,Spoofing,UDP
ID8284,Glucose Monitor,45,48.4,11,Poor,28,0,No,No,High,Compromised,MITM,Wi-Fi
ID6962,Glucose Monitor,16,47.3,62,Disconnected,56,4,Yes,No,High,Compromised,DDoS,TCP
ID9940,Patient Monitor,47,48.0,90,Disconnected,53,2,Yes,No,High,Compromised,DDoS,Bluetooth
ID2148,Heart Rate Monitor,48,32.9,138,Disconnected,26,5,No,Yes,Medium,Normal,None,None
ID6520,Ventilator,89,45.4,43,Poor,13,10,Yes,No,Low,Compromised,MITM,TCP
ID4083,Patient Monitor,37,31.0,64,Poor,20,9,No,No,High,Normal,None,None
ID7473,Glucose Monitor,82,36.6,54,Good,52,3,Yes,No,High,Normal,None,None
ID2447,Ventilator,88,35.4,164,Disconnected,28,7,Yes,Yes,Medium,Normal,None,None
ID3347,Ventilator,73,36.7,4,Good,17,6,Yes,No,Low,Normal,None,None
ID6394,Infusion Pump,69,34.5,23,Good,8,9,No,No,Medium,Normal,None,None
ID7298,Patient Monitor,44,41.1,168,Good,52,5,No,Yes,Low,Normal,None,None
ID4583,Infusion Pump,45,34.5,122,Poor,29,3,Yes,Yes,Low,Normal,None,None
ID9100,Glucose Monitor,71,43.6,139,Poor,5,3,No,Yes,High,Normal,None,None
ID9329,Infusion Pump,11,43.4,179,Poor,45,1,No,No,High,Compromised,DDoS,Wi-Fi
ID5690,Infusion Pump,69,46.0,10,Good,47,1,No,Yes,Medium,Normal,None,None
ID4180,Infusion Pump,31,47.0,91,Disconnected,59,10,Yes,Yes,Low,Compromised,DDoS,TCP
ID1445,Infusion Pump,35,32.7,121,Disconnected,17,4,No,Yes,High,Normal,None,None
ID8847,Glucose Monitor,85,34.4,113,Disconnected,13,10,Yes,Yes,High,Normal,None,None
ID8626,Ventilator,67,30.8,177,Disconnected,26,1,Yes,Yes,Medium,Normal,None,None
ID6433,Patient Monitor,59,42.2,1,Poor,19,5,Yes,No,Low,Normal,None,None
ID9571,Ventilator,81,31.6,125,Disconnected,42,1,Yes,Yes,High,Compromised,Spoofing,Bluetooth
ID3152,Glucose Monitor,35,49.2,183,Disconnected,48,1,No,Yes,Medium,Compromised,MITM,TCP
ID5362,Infusion Pump,67,48.6,52,Good,59,4,Yes,No,Low,Normal,None,None
ID7328,Infusion Pump,100,32.3,50,Poor,43,5,No,No,Low,Compromised,MITM,Bluetooth
ID3093,Patient Monitor,79,34.4,149,Disconnected,36,9,Yes,Yes,Medium,Normal,None,None
ID9363,Ventilator,77,44.7,1,Good,13,4,Yes,No,Low,Normal,None,None
ID9492,Patient Monitor,96,42.8,25,Disconnected,45,2,No,Yes,High,Compromised,Spoofing,UDP
ID8352,Infusion Pump,44,39.9,74,Good,37,5,No,No,Low,Normal,None,None
ID7882,ECG Machine,91,30.4,89,Good,57,7,No,No,Medium,Compromised,DDoS,Bluetooth
ID8761,Glucose Monitor,91,46.4,180,Disconnected,8,9,Yes,No,Low,Compromised,DDoS,UDP
ID7222,Glucose Monitor,94,32.3,193,Good,33,4,Yes,Yes,Medium,Normal,None,None
